Date,Merchant,Amount,Category
2017-01-10,M783193152,32706.21,PAYMENT
2017-01-09,C295310874,94889.43,CASH_OUT
2017-01-15,C439555435,409031.89,CASH_IN
2017-01-17,M303045516,7427.2,PAYMENT
2017-01-07,C313769900,13035.18,DEBIT
2017-01-13,C1183255026,291865.62,CASH_IN
2017-01-16,M811844133,21922.95,PAYMENT
2017-01-06,C1609995062,193337.37,CASH_OUT
2017-01-07,C739244159,182486.67,CASH_OUT
2017-01-13,M392295781,17248.4,PAYMENT
2017-01-23,M1791423919,9173.79,PAYMENT
2017-01-14,C319230296,15519.87,DEBIT
2017-01-17,C1182592091,617338.68,TRANSFER
2017-01-11,C649297607,161790.15,CASH_OUT
2017-01-01,M105514251,14701.47,PAYMENT
2017-01-08,C1205589483,325991.87,CASH_OUT
2017-01-17,C1191896020,53465.11,CASH_IN
2017-01-13,M1066121978,287.7,PAYMENT
2017-01-01,C716473839,355597.63,CASH_OUT
2017-01-09,M660574923,6282.0,PAYMENT
2017-01-10,C1526046093,212148.71,CASH_OUT
2017-01-09,C240812025,23582.7,CASH_OUT
2017-01-11,M289261828,6384.52,PAYMENT
2017-01-12,C854236145,111290.88,CASH_OUT
2017-01-08,M2046460541,14232.63,PAYMENT
2017-01-12,M18214593,86.65,PAYMENT
2017-01-16,M1163047491,53043.4,PAYMENT
2017-01-07,C299884411,319933.39,CASH_OUT
2017-01-01,M823896076,26607.36,PAYMENT
2017-01-10,M94013590,8839.62,PAYMENT
2017-01-09,C933742073,155511.28,CASH_OUT
2017-01-09,C729335295,49386.48,CASH_OUT
2017-01-14,C1680476737,562965.75,TRANSFER
2017-01-07,M619006594,9193.82,PAYMENT
2017-01-13,C761782895,221962.86,CASH_OUT
2017-01-10,C1043104604,73987.16,CASH_OUT
2017-01-13,C2099463976,39461.36,CASH_IN
2017-01-07,C1811353338,67726.7,CASH_IN
2017-01-14,M680210102,17517.02,PAYMENT
2017-01-08,C1683265179,282867.46,CASH_IN
2017-01-15,C1133221697,315570.4,CASH_OUT
2017-01-15,C2028784085,3302.32,CASH_OUT
2017-01-08,M1945285108,2735.13,PAYMENT
2017-01-06,C1104243021,354355.95,CASH_OUT
2017-01-02,M1399271693,7605.4,PAYMENT
2017-01-16,C2051170349,43173.94,CASH_IN
2017-01-16,C789132417,216784.83,CASH_IN
2017-01-09,M342729630,24819.25,PAYMENT
2017-01-13,C317744603,36001.51,CASH_IN
2017-01-09,C2009583545,189372.28,CASH_OUT
2017-01-14,C1501651511,163251.69,CASH_IN
2017-01-02,C146075326,164978.95,CASH_OUT
2017-01-06,C871596296,35163.44,CASH_OUT
2017-01-26,C1701368336,543920.26,TRANSFER
2017-01-09,C1887418871,449836.41,CASH_OUT
2017-01-10,M1799570292,581.73,PAYMENT
2017-01-09,C516906185,302153.58,CASH_OUT
2017-01-09,C1897111060,9711.29,CASH_IN
2017-01-16,C1509543564,167237.68,CASH_OUT
2017-01-01,C5554526,279519.83,CASH_IN
2017-01-01,C445933599,319479.39,CASH_IN
2017-01-11,C1269579309,75032.46,CASH_IN
2017-01-13,M897549860,6585.8,PAYMENT
2017-01-07,M1037633070,5938.69,PAYMENT
2017-01-12,C96983449,118048.47,CASH_IN
2017-01-15,C46697887,446414.18,CASH_IN
2017-01-02,C1594555313,112756.92,CASH_OUT
2017-01-07,M402696239,419.21,PAYMENT
2017-01-09,C1036741257,1336900.49,TRANSFER
2017-01-01,M763635322,1612.41,PAYMENT
2017-01-01,M1809296253,39718.34,PAYMENT
2017-01-09,C91539218,205735.73,CASH_OUT
2017-01-11,C1714609743,268736.36,CASH_IN
2017-01-09,C1797282967,165184.54,CASH_OUT
2017-01-13,C1967220056,1414169.03,TRANSFER
2017-01-08,C1007017168,289841.47,CASH_IN
2017-01-07,C1657147197,936002.53,TRANSFER
2017-01-09,C1845881611,219829.9,CASH_OUT
2017-01-06,C630816039,102750.47,CASH_IN
2017-01-25,C179159219,80937.64,CASH_OUT
2017-01-11,C174158218,127177.41,CASH_IN
2017-01-06,C2100751518,202387.16,CASH_IN
2017-01-06,M80187682,16560.78,PAYMENT
2017-01-17,C1947495595,2340523.38,TRANSFER
2017-01-15,C802892678,114924.35,CASH_OUT
2017-01-25,C645296173,303840.78,CASH_IN
2017-01-06,C1669978789,228005.89,CASH_IN
2017-01-16,M2113009867,44601.63,PAYMENT
2017-01-14,M19492877,1022.77,PAYMENT
2017-01-13,C860632155,127378.89,CASH_OUT
2017-01-11,C1827355513,227819.08,CASH_IN
2017-01-12,M861693317,5225.49,PAYMENT
2017-01-12,C393015113,59103.27,CASH_OUT
2017-01-12,C1737424956,308028.52,TRANSFER
2017-01-16,M1174399602,1354.29,PAYMENT
2017-01-17,C2005840090,42148.1,CASH_OUT
2017-01-20,M1350229711,12902.32,PAYMENT
2017-01-06,M260802808,12548.64,PAYMENT
2017-01-02,C1769042905,188441.69,CASH_OUT
2017-01-07,C1361507279,239928.25,CASH_IN
2017-01-06,C853700455,396529.11,CASH_OUT
2017-01-08,C171746531,645552.27,TRANSFER
2017-01-13,C1562695851,4017.67,CASH_OUT
2017-01-01,C303806070,336437.71,CASH_OUT
2017-01-07,C295197684,254263.39,CASH_OUT
2017-01-17,C1245143745,25559.05,CASH_OUT
2017-01-06,M633388412,11737.81,PAYMENT
2017-01-16,M271452221,18336.2,PAYMENT
2017-01-06,C1645418632,257795.75,TRANSFER
2017-01-17,C692902605,49921.5,CASH_OUT
2017-01-09,M1863143293,6543.34,PAYMENT
2017-01-10,C643677527,280058.75,CASH_OUT
2017-01-01,C2019050755,196304.27,CASH_OUT
2017-01-16,C335183145,364529.07,TRANSFER
2017-01-13,M846696435,1687.79,PAYMENT
2017-01-13,C1223519472,298552.89,CASH_OUT
2017-01-10,C907224328,426406.35,TRANSFER
2017-01-13,M1525676990,8087.57,PAYMENT
2017-01-14,C1600936566,373712.08,CASH_OUT
2017-01-07,C967054233,302108.43,CASH_IN
2017-01-15,C1526202657,16742.63,CASH_IN
2017-01-12,C2055810732,210973.76,CASH_OUT
2017-01-02,C1377201250,80093.41,CASH_IN
2017-01-11,M57491663,11165.71,PAYMENT
2017-01-01,C2140245843,81606.0,CASH_OUT
2017-01-09,M1254942559,12828.05,PAYMENT
2017-01-06,M395984528,48.77,PAYMENT
2017-01-19,M1750267472,11106.29,PAYMENT
2017-01-16,M1867895116,5052.37,PAYMENT
2017-01-12,C1478997703,129139.35,CASH_OUT
2017-01-11,M1513550552,21201.25,PAYMENT
2017-01-20,M328585871,31213.27,PAYMENT
2017-01-09,C1207501911,336594.26,CASH_OUT
2017-01-13,C847119229,113925.77,CASH_IN
2017-01-17,C1174962595,214808.84,CASH_OUT
2017-01-12,C743772324,203298.26,CASH_IN
2017-01-07,C683354465,357377.78,CASH_IN
2017-01-01,C883481793,140074.06,CASH_OUT
2017-01-13,M2139705703,1059.48,PAYMENT
2017-01-13,C1665084602,470763.21,CASH_IN
2017-01-07,M1981561750,19854.88,PAYMENT
2017-01-10,M1793766139,19316.75,PAYMENT
2017-01-13,C1428373682,43773.42,CASH_IN
2017-01-14,C1077695254,538711.11,CASH_IN
2017-01-17,C1559616502,84276.03,CASH_OUT
2017-01-13,C1195366906,214661.39,CASH_OUT
2017-01-16,C1510181924,172988.28,CASH_OUT
2017-01-11,M1627093858,4575.85,PAYMENT
2017-01-06,C1118400176,269802.41,CASH_IN
2017-01-16,C1756674239,165247.54,CASH_IN
2017-01-06,C761620626,74459.55,CASH_OUT
2017-01-01,M1824503996,4402.95,PAYMENT
2017-01-11,C1760239923,378482.81,CASH_OUT
2017-01-10,M16187181,2576.26,PAYMENT
2017-01-11,C769854264,264197.78,CASH_OUT
2017-01-15,C249444644,120647.15,CASH_IN
2017-01-14,M912127825,4148.13,PAYMENT
2017-01-02,C975920491,244745.54,CASH_IN
2017-01-08,C1650672002,84425.23,CASH_OUT
2017-01-08,C1350049834,386460.31,CASH_IN
2017-01-01,M1770167500,4051.54,PAYMENT
2017-01-14,C554653067,29848.73,CASH_OUT
2017-01-04,M2113785461,429.44,PAYMENT
2017-01-17,C1018466821,320517.64,CASH_OUT
2017-01-08,M1976701990,19484.72,PAYMENT
2017-01-15,C1172724324,365325.93,CASH_OUT
2017-01-23,C18379990,138924.35,CASH_IN
2017-01-17,C1972653637,167068.66,CASH_OUT
2017-01-14,M340278150,6631.47,PAYMENT
2017-01-12,M1759938012,13141.38,PAYMENT
2017-01-23,C2108509217,52308.8,CASH_OUT
2017-01-16,M667358823,7122.81,PAYMENT
2017-01-10,C560433673,101008.22,CASH_OUT
2017-01-02,C1445488642,276207.86,CASH_OUT
2017-01-06,C1526527305,38801.64,CASH_OUT
2017-01-10,C1109113606,17308.69,CASH_OUT
2017-01-25,C852259237,132919.0,CASH_OUT
2017-01-17,C1705078596,101626.64,CASH_OUT
2017-01-06,C583093040,118131.89,TRANSFER
2017-01-15,M268342952,6240.07,PAYMENT
2017-01-13,M1063890545,17275.24,PAYMENT
2017-01-15,C294344926,46189.91,CASH_OUT
2017-01-15,C523753676,123525.08,CASH_OUT
2017-01-02,M252058420,236.6,PAYMENT
2017-01-09,C1392872121,95990.81,CASH_OUT
2017-01-16,M300788137,3968.18,PAYMENT
2017-01-02,C858030615,292091.54,CASH_OUT
2017-01-06,C57215989,160818.91,CASH_IN
2017-01-01,C1632128239,72824.83,CASH_IN
2017-01-08,M1630404801,1366.06,PAYMENT
2017-01-15,M747813951,5256.11,PAYMENT
2017-01-13,M1908228722,12254.59,PAYMENT
2017-01-16,C77663732,27299.07,CASH_OUT
2017-01-15,C1197864290,95734.91,CASH_IN
2017-01-17,C1463811077,429676.31,CASH_OUT
2017-01-10,C1647694754,453027.03,CASH_OUT
2017-01-07,C495871658,783512.97,TRANSFER
2017-01-02,C2004275725,418624.49,CASH_OUT
2017-01-01,C54142591,248827.77,TRANSFER
2017-01-16,M314697708,7715.51,PAYMENT
2017-01-09,C263116522,236932.72,CASH_IN
2017-01-02,C1579701377,424963.92,CASH_OUT
2017-01-14,C211969411,109059.18,CASH_IN
2017-01-08,M490803210,5212.4,PAYMENT
2017-01-01,M173533913,6515.93,PAYMENT
2017-01-02,C1636801362,158143.49,CASH_IN
2017-01-11,M702425543,898.74,PAYMENT
2017-01-08,C1347292259,6328.91,CASH_IN
2017-01-15,M1998825802,8120.57,PAYMENT
2017-01-10,M14996082,4081.53,PAYMENT
2017-01-13,C275212825,51298.95,CASH_OUT
2017-01-06,C349795910,747907.29,TRANSFER
2017-01-08,M2052189937,4848.99,PAYMENT
2017-01-22,C248010073,513210.81,TRANSFER
2017-01-10,M1200531889,1741.1,PAYMENT
2017-01-16,C1063063132,122519.27,CASH_OUT
2017-01-17,C949455954,789245.12,TRANSFER
2017-01-12,C723974908,80992.56,CASH_IN
2017-01-02,C931721971,176782.28,CASH_IN
2017-01-01,M1130507768,6414.77,PAYMENT
2017-01-11,M1235743380,2854.66,PAYMENT
2017-01-01,M1068951454,2993.3,PAYMENT
2017-01-11,C1978855972,5047.79,CASH_OUT
2017-01-12,C2000381732,127756.01,CASH_OUT
2017-01-08,C838358216,289348.74,CASH_OUT
2017-01-11,C88152589,292179.01,CASH_OUT
2017-01-12,C1479927593,78355.7,TRANSFER
2017-01-11,C1923324467,968458.08,TRANSFER
2017-01-06,M1196168171,8940.68,PAYMENT
2017-01-10,C205499142,134034.82,CASH_OUT
2017-01-14,M845062944,14552.37,PAYMENT
2017-01-17,C854573841,7006.27,CASH_IN
2017-01-13,C1775934341,251265.6,CASH_IN
2017-01-10,C789448916,40899.7,CASH_OUT
2017-01-01,C404279307,6310.4,CASH_OUT
2017-01-16,C486033758,85559.73,CASH_IN
2017-01-11,M90603890,8994.02,PAYMENT
2017-01-09,C1073308784,9063.6,CASH_OUT
2017-01-02,C460247313,16680.74,CASH_OUT
2017-01-07,M173830324,26366.61,PAYMENT
2017-01-08,M690530606,7425.87,PAYMENT
2017-01-02,C454220282,49155.09,CASH_OUT
2017-01-09,M1134962529,9554.24,PAYMENT
2017-01-16,C87684498,310673.14,CASH_IN
2017-01-16,C946458399,466776.17,CASH_OUT
2017-01-06,C1220948219,140902.58,CASH_OUT
2017-01-07,C1264956405,46492.4,CASH_IN
2017-01-02,C973644279,67661.48,CASH_OUT
2017-01-17,C2018721775,164088.97,CASH_OUT
2017-01-09,M839639046,7800.37,PAYMENT
2017-01-14,C1819829124,665565.7,TRANSFER
2017-01-01,C881294738,212662.95,CASH_IN
2017-01-13,M1389206434,10034.72,PAYMENT
2017-01-09,C1820587763,282851.59,CASH_IN
2017-01-06,C683806278,74786.66,CASH_IN
2017-01-17,M291493840,31212.38,PAYMENT
2017-01-13,M57765661,19896.17,PAYMENT
2017-01-10,C866576094,174514.98,CASH_OUT
2017-01-06,C1560798990,11034.59,CASH_IN
2017-01-08,C856433100,71802.33,CASH_OUT
2017-01-13,C1381872955,53005.13,CASH_OUT
2017-01-01,M1924533224,21191.67,PAYMENT
2017-01-01,C1185356766,128969.9,CASH_IN
2017-01-09,C1216907933,112.4,CASH_OUT
2017-01-14,C1448734904,102681.98,CASH_IN
2017-01-10,C1785039844,307330.58,CASH_IN
2017-01-10,M668115233,23509.67,PAYMENT
2017-01-13,C185702180,22011.27,CASH_OUT
2017-01-15,C1384573875,49408.56,CASH_IN
2017-01-17,M109577530,13776.23,PAYMENT
2017-01-01,C1640747200,151729.58,CASH_OUT
2017-01-23,M717649407,6446.32,PAYMENT
2017-01-15,C1524569937,110346.28,CASH_IN
2017-01-10,M1911705193,16694.72,PAYMENT
2017-01-07,M1987481065,1279.81,PAYMENT
2017-01-12,C1569992180,287214.03,CASH_OUT
2017-01-07,C215635441,105680.5,CASH_IN
2017-01-13,C2091631147,22974.83,CASH_OUT
2017-01-02,M593009309,4584.57,PAYMENT
2017-01-06,C1570356042,167016.83,CASH_OUT
2017-01-08,M1600070407,1581.01,PAYMENT
2017-01-11,C1465429653,220541.08,TRANSFER
2017-01-16,M1980217254,5499.75,PAYMENT
2017-01-13,C1160313705,47430.07,CASH_IN
2017-01-11,M2090809514,2110.86,PAYMENT
2017-01-13,C1872245306,173658.39,CASH_IN
2017-01-16,M1200017036,8107.2,PAYMENT
2017-01-09,C362172036,14291.23,CASH_OUT
2017-01-01,M1910044667,723.9,PAYMENT
2017-01-07,C1052878928,34021.33,CASH_IN
2017-01-17,M13267315,1279.27,PAYMENT
2017-01-17,C300466872,149489.9,CASH_OUT
2017-01-13,C931949675,162760.34,CASH_IN
2017-01-16,C604237699,57762.71,CASH_OUT
2017-01-15,C48464956,179867.29,CASH_OUT
2017-01-15,C1764810074,443019.68,CASH_OUT
2017-01-11,C1569715393,241509.81,CASH_IN
2017-01-01,C1265847217,301000.54,CASH_OUT
2017-01-10,C383501011,205744.22,CASH_IN
2017-01-11,M1043784198,23754.87,PAYMENT
2017-01-10,C1311438732,265103.53,CASH_OUT
2017-01-17,M522222414,9650.01,PAYMENT
2017-01-22,C1851260943,180795.48,CASH_IN
2017-01-14,C289882601,243869.13,CASH_OUT
2017-01-24,C490745786,234185.63,CASH_IN
2017-01-08,C99507089,63328.4,CASH_IN
2017-01-08,C1930888203,169579.75,CASH_IN
2017-01-17,C90576513,771625.64,TRANSFER
2017-01-01,M216248797,23369.69,PAYMENT
2017-01-08,C664232834,7073.93,CASH_OUT
2017-01-08,M1315981330,11541.28,PAYMENT
2017-01-02,M1492546895,190.59,PAYMENT
2017-01-01,C1121384286,48671.38,CASH_OUT
2017-01-06,M1459447409,26247.79,PAYMENT
2017-01-12,M575548096,1389.43,PAYMENT
2017-01-08,M801440402,15946.9,PAYMENT
2017-01-10,C84774554,53939.29,CASH_OUT
2017-01-14,C847477051,3893.38,CASH_OUT
2017-01-08,M1911622737,15824.76,PAYMENT
2017-01-12,C2006081398,15328.44,CASH_OUT
2017-01-17,C1453991831,96050.04,CASH_OUT
2017-01-09,C704559411,134055.22,CASH_IN
2017-01-16,C1575183188,142077.67,CASH_IN
2017-01-17,C796530680,407792.25,TRANSFER
2017-01-14,C865414371,26362.81,CASH_OUT
2017-01-11,C994280282,107830.13,CASH_OUT
2017-01-02,C1715129620,54009.35,CASH_OUT
2017-01-12,C490726056,49974.08,CASH_IN
2017-01-09,M1868512979,10475.32,PAYMENT
2017-01-17,M1349796376,6500.55,PAYMENT
2017-01-12,C1804832245,265683.55,CASH_IN
2017-01-17,C361271987,95540.75,CASH_IN
2017-01-08,C1998923191,206776.21,CASH_OUT
2017-01-22,M1433516928,4383.06,PAYMENT
2017-01-07,C1259780455,352137.81,TRANSFER
2017-01-02,C1426317832,322399.81,CASH_OUT
2017-01-06,C115423035,429123.36,CASH_OUT
2017-01-16,C492509804,92292.19,CASH_IN
2017-01-02,M693821097,10504.94,PAYMENT
2017-01-12,C264235194,245701.57,CASH_OUT
2017-01-12,C1736992416,361275.94,CASH_IN
2017-01-08,M1915346644,18776.94,PAYMENT
2017-01-13,C737746149,136929.95,CASH_OUT
2017-01-16,C1204409991,209046.23,CASH_IN
2017-01-07,M926621945,5689.97,PAYMENT
2017-01-12,M1155904179,5059.09,PAYMENT
2017-01-08,C741412283,1531.35,DEBIT
2017-01-13,C2098269276,167547.25,CASH_IN
2017-01-01,C1723100387,395950.47,TRANSFER
2017-01-01,C1775946146,76747.73,CASH_IN
2017-01-07,C1581032686,8869.34,CASH_OUT
2017-01-24,C746659458,79340.36,CASH_OUT
2017-01-01,C1079380880,415584.65,CASH_IN
2017-01-11,M1966893680,3236.72,PAYMENT
2017-01-08,C433347743,201741.21,CASH_OUT
2017-01-01,M1638136225,3645.24,PAYMENT
2017-01-11,C1902315225,326778.37,CASH_IN
2017-01-28,C446119998,230942.44,CASH_OUT
2017-01-02,C2126988635,204008.02,CASH_IN
2017-01-16,C1595545090,115326.35,CASH_IN
2017-01-01,C520531457,607849.83,CASH_OUT
2017-01-13,M938027833,14533.29,PAYMENT
2017-01-13,C1204635318,265377.55,CASH_OUT
2017-01-16,M1259673452,7903.79,PAYMENT
2017-01-11,C1292181092,245419.4,CASH_IN
2017-01-12,C1029154128,341978.44,CASH_OUT
2017-01-11,C155206096,47575.47,CASH_OUT
2017-01-15,M91631817,8824.88,PAYMENT
2017-01-06,M743401380,3941.48,PAYMENT
2017-01-08,M1474441545,2686.11,PAYMENT
2017-01-08,M1835311560,9550.05,PAYMENT
2017-01-24,M1415252829,1251.16,PAYMENT
2017-01-09,M2069716974,9611.61,PAYMENT
2017-01-17,C1022035049,252863.09,TRANSFER
2017-01-08,C957784557,262976.87,CASH_OUT
2017-01-11,C1512413377,345508.32,TRANSFER
2017-01-09,C1826157000,520570.64,TRANSFER
2017-01-06,C473895900,360173.09,CASH_OUT
2017-01-15,C538556851,90136.92,CASH_OUT
2017-01-08,M1342047789,18462.56,PAYMENT
2017-01-06,M1363032536,5794.43,PAYMENT
2017-01-12,M1045757217,48219.36,PAYMENT
2017-01-11,C1348837661,122370.44,CASH_IN
2017-01-11,C970298487,143031.37,CASH_IN
2017-01-10,C1358494462,132849.37,CASH_IN
2017-01-01,C502590588,479213.03,CASH_IN
2017-01-08,C877509183,228491.32,CASH_OUT
2017-01-07,C829548719,411954.54,CASH_OUT
2017-01-15,M1781216172,3698.35,PAYMENT
2017-01-14,C916805667,76546.34,CASH_OUT
2017-01-10,C335888914,129469.81,TRANSFER
2017-01-10,C479413501,43769.82,CASH_OUT
2017-01-15,C1045368778,1199889.11,TRANSFER
2017-01-14,C1120945965,81056.51,TRANSFER
2017-01-09,C1620399481,68024.06,CASH_OUT
2017-01-01,C290865717,106076.08,CASH_OUT
2017-01-12,C778568133,615800.44,TRANSFER
2017-01-01,C1629911510,37066.91,TRANSFER
2017-01-08,C229928745,317071.74,TRANSFER
2017-01-02,C929455,188572.33,CASH_IN
2017-01-14,M244862115,14974.21,PAYMENT
2017-01-16,C964741839,218737.91,CASH_OUT
2017-01-01,C83304911,195399.19,CASH_IN
2017-01-02,C882011146,112712.23,CASH_IN
2017-01-07,M172164495,2882.28,PAYMENT
2017-01-06,C775350471,142342.9,CASH_IN
2017-01-15,C2111976598,367505.17,CASH_OUT
2017-01-12,C1866105045,158421.23,CASH_OUT
2017-01-11,C281708484,76723.55,CASH_OUT
2017-01-21,C2126983399,73538.0,CASH_OUT
2017-01-12,C1646278336,46902.06,CASH_OUT
2017-01-02,C231243208,222012.94,CASH_OUT
2017-01-08,C2093546827,202628.78,CASH_OUT
2017-01-10,C1825696318,204240.22,CASH_IN
2017-01-06,M747653433,19814.03,PAYMENT
2017-01-12,C1248946803,1034424.47,TRANSFER
2017-01-10,C394030216,158491.5,CASH_IN
2017-01-06,M1952313248,2665.92,PAYMENT
2017-01-12,C1874007186,86128.85,CASH_OUT
2017-01-12,M1119697850,354.59,PAYMENT
2017-01-13,C1291895053,68945.47,CASH_IN
2017-01-01,C855410545,1174227.42,TRANSFER
2017-01-11,C129934406,373129.3,CASH_OUT
2017-01-14,M280388087,305.65,PAYMENT
2017-01-14,C1778829391,87328.2,CASH_OUT
2017-01-10,C692708023,143896.92,CASH_OUT
2017-01-14,C1598980256,245983.36,CASH_IN
2017-01-16,C334319709,383555.81,CASH_OUT
2017-01-01,M1714334660,36085.06,PAYMENT
2017-01-15,C1083085745,88350.88,CASH_IN
2017-01-15,C1033958725,73849.09,TRANSFER
2017-01-08,C1857704627,369806.82,CASH_OUT
2017-01-01,C1964947881,280078.77,CASH_OUT
2017-01-15,C618863832,63077.52,CASH_IN
2017-01-11,M1229948624,378.31,PAYMENT
2017-01-14,C230658857,159428.49,CASH_OUT
2017-01-08,M1962977676,7518.79,PAYMENT
2017-01-10,C793551666,120954.35,CASH_OUT
2017-01-17,C85761674,737658.36,TRANSFER
2017-01-13,C86596309,26278.97,CASH_OUT
2017-01-02,M1711513969,9414.81,PAYMENT
2017-01-07,M2142987435,2550.9,PAYMENT
2017-01-10,M1244277404,29317.16,PAYMENT
2017-01-01,C2131465140,41696.27,CASH_IN
2017-01-07,C285714859,140514.13,CASH_OUT
2017-01-10,C585217498,47291.37,CASH_IN
2017-01-15,C1745423065,457638.76,CASH_OUT
2017-01-26,C119691529,248611.96,CASH_OUT
2017-01-07,C1336807796,41195.99,CASH_OUT
2017-01-01,C1489773025,139923.31,CASH_IN
2017-01-09,M660796394,13529.57,PAYMENT
2017-01-24,C1574777974,1423884.23,TRANSFER
2017-01-07,C600892503,56003.01,CASH_OUT
2017-01-02,M639188719,26068.91,PAYMENT
2017-01-02,C403203523,336348.98,CASH_OUT
2017-01-08,M289230563,7118.07,PAYMENT
2017-01-17,C2017844949,20597.44,CASH_OUT
2017-01-15,C870227132,264386.78,CASH_OUT
2017-01-01,C1499383906,400066.06,CASH_OUT
2017-01-16,C1978329888,100875.18,CASH_OUT
2017-01-13,M277243551,18220.98,PAYMENT
2017-01-01,M618990452,473.79,PAYMENT
2017-01-13,C487258112,91329.91,CASH_OUT
2017-01-14,C806674488,39181.77,CASH_OUT
2017-01-13,C80621615,106481.64,CASH_IN
2017-01-11,C1204944624,341041.37,CASH_OUT
2017-01-08,C915778349,392299.75,CASH_OUT
2017-01-13,M428137030,25374.25,PAYMENT
2017-01-09,M1334925019,6997.27,PAYMENT
2017-01-13,M864603488,11625.1,PAYMENT
2017-01-01,C1578800354,158864.43,CASH_IN
2017-01-12,C870833288,102878.41,CASH_IN
2017-01-06,C368630426,301797.07,CASH_OUT
2017-01-08,C1990034609,256293.61,CASH_OUT
2017-01-17,M44261353,1245.8,PAYMENT
2017-01-11,C879932188,297566.07,CASH_OUT
2017-01-17,C70726889,227212.3,CASH_OUT
2017-01-10,C691182093,361370.93,CASH_OUT
2017-01-15,C319601296,474904.67,CASH_OUT
2017-01-13,M570168848,43186.78,PAYMENT
2017-01-11,C400451162,28639.41,CASH_IN
2017-01-16,C666886780,3447129.9,TRANSFER
2017-01-09,C1558279068,132021.95,CASH_OUT
2017-01-01,C2094708332,487897.21,CASH_OUT
2017-01-08,M131502072,8271.63,PAYMENT
2017-01-01,M770837994,28148.43,PAYMENT
2017-01-01,C480136046,44599.93,CASH_OUT
2017-01-08,C1522769419,131783.22,CASH_IN
2017-01-02,M911333336,3655.96,PAYMENT
2017-01-11,C142992087,72138.51,CASH_IN
2017-01-01,C546541217,253720.47,CASH_IN
2017-01-01,C757359107,1339832.61,TRANSFER
2017-01-11,C977931189,97533.07,CASH_OUT
2017-01-06,C96146731,386860.81,TRANSFER
2017-01-17,C1382220514,150783.5,CASH_IN
2017-01-09,M1461627515,1988.85,PAYMENT
2017-01-08,M1559897706,3199.16,PAYMENT
2017-01-09,C468801088,79493.03,CASH_OUT
2017-01-16,C993499591,502878.47,CASH_OUT
2017-01-15,C1315139911,159476.72,CASH_IN
2017-01-13,C1163975961,29109.19,CASH_OUT
2017-01-14,C933099968,153320.96,CASH_IN
2017-01-12,M817085285,9438.93,PAYMENT
2017-01-10,C1438959077,42224.23,CASH_OUT
2017-01-10,M2139183892,19827.85,PAYMENT
2017-01-15,C569078972,93218.82,CASH_IN
2017-01-07,C175260557,121872.31,CASH_OUT
2017-01-09,C515793989,203099.95,CASH_OUT
2017-01-11,M1865213042,21721.18,PAYMENT
2017-01-16,C881423889,1085.93,DEBIT
2017-01-16,M1765664331,22327.87,PAYMENT
2017-01-08,C1025874005,133467.53,CASH_OUT
2017-01-06,C575503305,274080.01,CASH_IN
2017-01-17,C838953982,81715.9,CASH_OUT
2017-01-14,M851180738,4462.04,PAYMENT
2017-01-03,C1890730800,2636764.24,TRANSFER
2017-01-10,M1967453706,2409.77,PAYMENT
2017-01-15,M1496606861,7913.42,PAYMENT
2017-01-16,C1019007643,34030.74,CASH_OUT
2017-01-06,M2112879403,50.42,PAYMENT
2017-01-14,M1480229632,5292.1,PAYMENT
2017-01-07,C197310729,1500698.1,TRANSFER
2017-01-01,M1681367953,15706.59,PAYMENT
2017-01-10,C267939889,275169.59,CASH_IN
2017-01-08,M676472773,7560.05,PAYMENT
2017-01-02,M565001293,4110.71,PAYMENT
2017-01-08,M1935987855,6794.27,PAYMENT
2017-01-14,C1419731422,171375.04,CASH_IN
2017-01-10,C339533447,247217.58,CASH_OUT
2017-01-12,M1505606992,3726.02,PAYMENT
2017-01-11,C1013136913,383096.57,CASH_OUT
2017-01-02,M788307047,19184.2,PAYMENT
2017-01-06,C500351256,141867.8,CASH_IN
2017-01-06,C84298078,76775.3,CASH_OUT
2017-01-08,C1894099268,248606.04,CASH_OUT
2017-01-16,C387433977,367910.46,CASH_IN
2017-01-06,C2029518292,577207.05,CASH_IN
2017-01-08,C1045869053,91358.62,CASH_OUT
2017-01-17,M414609264,6387.15,PAYMENT
2017-01-10,C1576931749,323644.19,CASH_OUT
2017-01-02,C973483432,151488.91,CASH_OUT
2017-01-08,M255598108,4760.57,PAYMENT
2017-01-16,C1810024103,159301.92,CASH_OUT
2017-01-24,C1047031032,143101.16,CASH_IN
2017-01-07,C1579944451,96195.26,CASH_OUT
2017-01-29,C1798390440,195329.05,CASH_OUT
2017-01-25,C568511028,59733.52,CASH_OUT
2017-01-15,M1207910194,23518.73,PAYMENT
2017-01-17,C338671335,293556.1,TRANSFER
2017-01-08,M2050355870,6.33,PAYMENT
2017-01-06,M486182742,342.59,PAYMENT
2017-01-17,C1546749375,435649.4,CASH_IN
2017-01-09,M2090109224,8909.7,PAYMENT
2017-01-11,C903206540,112639.08,CASH_OUT
2017-01-02,M716299964,5606.99,PAYMENT
2017-01-08,M1793326930,4581.47,PAYMENT
2017-01-10,C1582726409,120373.42,CASH_IN
2017-01-02,C1598361703,120039.57,CASH_OUT
2017-01-14,M1079761170,630.92,PAYMENT
2017-01-15,C935371396,106151.55,CASH_IN
2017-01-11,C1629910949,19264.44,CASH_OUT
2017-01-14,C809682720,43486.48,CASH_OUT
